1.805951627337610416e-02,1.678598011058063735e-02,9.298442377746659118e-03,6.545785898012396360e-03,5.367578361148076307e-03,5.421518758027266127e-03,5.703094414692220365e-03,7.344375170047700088e-03,9.010421013278530414e-03,1.237440199097694649e-02,1.678598011058063735e-02,2.543679847799789825e-02,3.344847402956362820e-02,3.050278556351327178e-02,2.117381088564631794e-02,1.695594324791695195e-02,1.285443759842382593e-02,1.123893967428104060e-02,8.730541595509148586e-03,8.647425889626119550e-03,8.307160367174373436e-03,1.156529603778909572e-02,1.874717152164099773e-02,3.674290921254359105e-02,6.969438524570462090e-02,5.732568261741679549e-01
2.523672512483158062e-02,1.871232188527513496e-02,1.354090549263132007e-02,1.048783643892299555e-02,8.601647180611047411e-03,8.658354646205979402e-03,8.763777250030113306e-03,1.036376507124549436e-02,1.198278224333165949e-02,1.633175009134026079e-02,2.221524479356875442e-02,3.593236207526352005e-02,4.968715747168243185e-02,4.605026793325850409e-02,3.110689928145052643e-02,2.468411277554406064e-02,1.799301242235956319e-02,1.584878516623980382e-02,1.261151199610230887e-02,1.267849531116746302e-02,1.185794970161932645e-02,1.383776336621552437e-02,1.723412190963276303e-02,2.372731701376112196e-02,4.176980574838472238e-02,4.900853276092859145e-01
1.644134521483747724e-02,1.483154296874434133e-02,2.445220947264692152e-03,1.197814941405793117e-03,1.125335693358945656e-03,9.880065917964981313e-04,1.342773437499487823e-03,1.865386962889913330e-03,2.368927001952221209e-03,4.314422607420228747e-03,6.916046142575486486e-03,1.470565795897876490e-02,2.075576782225770772e-02,1.438522338866638807e-02,6.690979003903697354e-03,3.921508789061003801e-03,2.231597900389773684e-03,1.705169677733724479e-03,1.029968261718357085e-03,8.621215820309211615e-04,7.705688476559560728e-04,1.041412353515227748e-03,2.170562744139797103e-03,1.298904418944817063e-02,5.163803100583967964e-01,3.465232849119772029e-01
3.320043018650104677e-02,2.784752642761541969e-02,1.220244340686704558e-02,7.223985520551780108e-03,5.026985022165014923e-03,4.265469663982303199e-03,3.982340057183262477e-03,4.200712168507131535e-03,4.774020932245547598e-03,6.022611022217460273e-03,7.908611599296882372e-03,1.167815360805793748e-02,1.551950266243449714e-02,1.329692705191070322e-02,9.335899588174965263e-03,7.078404113002533492e-03,5.702266348398511535e-03,5.162565905096576716e-03,4.786480602261024113e-03,5.083545366314215150e-03,5.875554127429539857e-03,8.077964745691446069e-03,1.319856123599904944e-02,3.078309026047217761e-02,1.130065839519431709e-01,6.347593644256643852e-01
2.357040845471375726e-02,2.266209654383167030e-02,1.231648100541998456e-02,8.180519851466335618e-03,6.603827477859695004e-03,6.249642959150957140e-03,6.700942587828219790e-03,8.586118251923116271e-03,1.143673236217570069e-02,1.648671808053899651e-02,2.554698657524961600e-02,4.277634961437144778e-02,6.014852899168229156e-02,5.096258211936534332e-02,3.346472436444817428e-02,2.216509568693392565e-02,1.473293344757798697e-02,1.255069980004995707e-02,1.036846615252192544e-02,1.008854612967147180e-02,9.117395029986222199e-03,9.380177092253996068e-03,1.151099685803398318e-02,1.746358183375180603e-02,1.937732076548450214e-02,5.275521279631376625e-01
1.768201947038838123e-02,1.695441968314045922e-02,1.195086385666553792e-02,8.946339889200306469e-03,7.411955943607668150e-03,7.643532877947355197e-03,7.816842067517702428e-03,9.726231242266864668e-03,1.281740980451727234e-02,1.882795178418541354e-02,2.969413916129861122e-02,5.900879095922766798e-02,1.000666343952853893e-01,7.374604825165782807e-02,3.735709462083574434e-02,2.428420316617597996e-02,1.643299806969174270e-02,1.278304677555073751e-02,1.013709354512760084e-02,9.315368939406130228e-03,9.095744362967846108e-03,9.676927765923576397e-03,1.140703157215169211e-02,1.644495042759314823e-02,3.984169101958993930e-02,4.209306703479300249e-01
1.970931406193145857e-02,1.174209697605830931e-02,1.057208607533567830e-02,1.364164883523704373e-02,1.315878719366897487e-02,1.516734627962310934e-02,1.520287456094250068e-02,1.882837417739840688e-02,2.044168113367433176e-02,2.775929589406000292e-02,3.599781985546303409e-02,6.150470345996764121e-02,9.183979974968339843e-02,8.646655093059524289e-02,5.247042674310418292e-02,4.231418305139317965e-02,3.208526787516523954e-02,3.054422867293671295e-02,2.530380717832672599e-02,2.576486737453971554e-02,2.107997900601473254e-02,2.015180265654567537e-02,1.429569219588944576e-02,1.218498930114206465e-02,4.989906738261334906e-02,2.318733093786494448e-01
2.455340733660188110e-02,2.471881202674365910e-02,1.288931363178901120e-02,8.907348869116550258e-03,8.515278492484184766e-03,8.276360606723837804e-03,8.766448577514294668e-03,1.100860104388063331e-02,1.342841039965851288e-02,1.856820799332342675e-02,2.689357739712631284e-02,3.855767110193918101e-02,4.825528682395534286e-02,4.482467102842214307e-02,3.124923423752649573e-02,2.397755397092309407e-02,1.795559802983535611e-02,1.424318165109764861e-02,1.179886789678024489e-02,1.110661863803872468e-02,1.071454826140635919e-02,1.051238697345529584e-02,1.174373300006631947e-02,1.582371535689687178e-02,2.253179445709124762e-02,5.201793721969907303e-01
2.636202794214729736e-02,2.674028430234473910e-02,1.331828442437110738e-02,8.998840827277775067e-03,7.815264474401919376e-03,7.589530840090543719e-03,8.638887194186664620e-03,9.950582636806815096e-03,1.315355988041415868e-02,1.759502165821634143e-02,2.326276615214247986e-02,3.231651516073923841e-02,3.945457873220702821e-02,3.784393874685019338e-02,2.665487157584854258e-02,2.174974071135272330e-02,1.657006894026199009e-02,1.373924714781664391e-02,1.196998352753830125e-02,1.118296626196621166e-02,9.993289000054911622e-03,1.021902263436628641e-02,1.117076444389532644e-02,1.899212982733268842e-02,2.533097431515750689e-02,5.493868586416024158e-01
2.197097661112976108e-02,2.253812864486262613e-02,1.255748579036793447e-02,1.038751279173783480e-02,7.921634384203631030e-03,7.933963776241302612e-03,8.371657193578622980e-03,1.080671212101864953e-02,1.436374172388673980e-02,2.115723673664347132e-02,3.070635086981967840e-02,4.806613485886047921e-02,5.989002182298698573e-02,5.532198207302987253e-02,3.883758491866371593e-02,2.808635506181458505e-02,1.983799178861267443e-02,1.629329157778225401e-02,1.276708545500834270e-02,1.070191228869844628e-02,8.414810065710471784e-03,8.920315139254984121e-03,9.851184238099145243e-03,1.490623497354426515e-02,2.001676797315890197e-02,4.793729271206681464e-01
